locationId,name,continent,movie,tvSeries,comic,game,oneShot,affiliation,continent
734,Hammer Industries Headquarters,"Queens, New York City, New York","['Iron Man 2', 'Avengers: Age of Ultron', 'Black Widow']",,"[""The Avengers Prelude: Fury's Big Week"", 'Iron Man 2 Adaptation']",,,['Hammer Industries'],North America
735,Hancock High School,"New Orleans, Louisiana",,['Cloak & Dagger (Princeton Offense)'],,,,,North America
736,Hand Compound,New York,,Iron Fist,,,,['Hand'],North America
737,Hand's Anzhou Laboratory,"Anzhou, China",,['Iron Fist (The Blessing of Many Fractures)'],,,,['Hand'],Asia
738,Hand's Brooklyn Warehouse,"Brooklyn, New York City, New York",,['Iron Fist (Felling Tree with Roots)'],,,,['Hand'],North America
739,Hangar SFC-S,United States of America,,,"[""Avengers: Age of Ultron Prelude - This Scepter'd Isle""]",,,['S.H.I.E.L.D.'],North America
740,Hanging Gardens of Babylon,"Babylon, Mesopotamia",['Eternals'],,,,,,Asia
741,Hannah Hutchins' House,"Batesville, Utah",,['Agents of S.H.I.E.L.D. (The Well)'],,,,,North America
742,Hanselbauer Hotel,"Bad Wiessee, Germany",,,['Captain America: First Vengeance'],,,['Sturmabteilung'],Europe
743,Happy Haus,"Los Angeles, California",,['Runaways (Double Zeros)'],,,,,North America
744,Happy Hogan's Condominium,"Long Island, New York City, New York",['Spider-Man: No Way Home'],,,,,,North America
745,Harbor Arms,"Oahu, Hawaii",,['Inhumans (Make Way For... Medusa)'],,,,,Oceania
746,Harlem Women's Clinic,"Harlem, New York City, New York",,"[""Luke Cage (Blowin' Up the Spot)"", 'Luke Cage (DWYCK)']",,,,,North America
747,Harlem's Paradise,"199 Malcolm X Boulevard, Harlem, New York City, New York",,['Luke Cage (Iron Fist)'],,,,"['Stokes Crime Family', 'Stylers']",North America
748,Harokin,Nine Realms,"['Thor: The Dark World', 'Avengers: Endgame']",,,,,,
749,Harold Meachum's Penthouse,"57th St. New York City, New York",,Iron Fist,,,,['Hand'],
750,Hartford,Connecticut,,['Daredevil (The Path of the Righteous)'],,,,,North America
751,Harvard University,"Cambridge, Massachusetts",['The Incredible Hulk'],"['Daredevil (Bang)', 'Daredevil (Jessica Jones)', 'Daredevil (AKA The Double Half-Wappinger)', 'Daredevil (The Punisher)', 'Daredevil (Cold Steel)', 'Daredevil (Runaways)', 'Daredevil (Earth Angel)']",,,,,North America
752,Hasan's House,"Bombay, India",,['Ms. Marvel (Time and Again)'],,,,,Asia
753,Hattley Residence,"New York City, New York",,"['Daredevil (Blindsided)', 'Daredevil (Revelations)', 'Daredevil (A New Napkin)']",,,,,North America
754,Hauser's Bakery,"New York City, New York",,['Jessica Jones (AKA The Perfect Burger)'],,,,,North America
755,Havana,Cuba,['Captain Marvel'],['Agents of S.H.I.E.L.D. (Luke Cage)'],,,,,North America
756,Haven Hills,"Alabama, United States of America",,"['Loki (The Variant)', 'Loki (Lamentis)', 'Loki (The Nexus Event)']",,,,['Roxxcart'],North America
757,Havenworth Federal Penitentiary,United States of America,,"['Agents of S.H.I.E.L.D. (Girl in the Flower Dress)', 'Agents of S.H.I.E.L.D. (The Bridge)']",,,,,North America
758,Hawaii,United States of America,['Captain America: The Winter Soldier'],"['Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (Inhumans)', 'Agents of S.H.I.E.L.D. (Runaways)', 'Agents of S.H.I.E.L.D. (What If...?)', 'Agents of S.H.I.E.L.D. (Ms. Marvel)']",,,,,Oceania
759,Hawk Nests,Asgard,,,"['Thor, The Mighty Avenger']",,,,
760,Heian-Kyo,Japan,,,['Eternals: The 500 Year War'],,,,Asia
761,Hel,"Niflheim, Nine Realms","['Thor: The Dark World', 'Avengers: Age of Ultron', 'Thor: Ragnarok', 'Avengers: Infinity War', 'Thor: Love and Thunder']",Loki,"['Thor: Ragnarok Prelude', 'Avengers: Endgame Prelude']",['Thor: God of Thunder (DS version only)Thor: The Dark World - The Official Game (mentioned)'],,,
762,Hell's Harbor,United States of America,,"['Agents of S.H.I.E.L.D. (The New Deal)', 'Agents of S.H.I.E.L.D. (Know Your Onions)']",,,,,North America
763,Helmut Zemo's Garage,,,['The Falcon and The Winter Soldier (Power Broker)'],,,,,
764,Helmut Zemo's Latvian Residence,"Riga, Latvia",,"['The Falcon and The Winter Soldier (Power Broker)', 'The Falcon and The Winter Soldier (The Whole World Is Watching)']",,,,,Europe
765,Helsinki,Finland,['Captain America: The First Avenger'],,,,,,Europe
766,Helstrom Residence,"Portland, Oregon",,Helstrom,,,,,North America
767,Henderson,"Nevada, United States of America",,['Iron Fist (Felling Tree with Roots)'],,,,,North America
768,Herefordshire,England,,"['Agents of S.H.I.E.L.D. (The Honeymoon)', 'Agents of S.H.I.E.L.D. (All Roads Lead...)', 'Agents of S.H.I.E.L.D. (After, Before)']",,,,,Europe
769,Herman's Hearty Slice,"New York City, New York",,"['Hawkeye (Hide and Seek)', 'Hawkeye (Partners, Am I Right?)']",,,,,North America
770,Hernandez Ranch,Yucatán,,"['Runaways (Fifteen)', 'Runaways (Doomsday)']",,,,,North America
771,Hess Residence,"New Orleans, Louisiana",,Cloak & Dagger,,,,,North America
772,Hidden Stronghold,Asgard,['Thor: Ragnarok'],,,,,,
773,Himalayas,Earth,,"['Agent Carter (Iron Fist)', 'Agent Carter (Hawkeye)', 'Agent Carter (Ms. Marvel)']",,,,,Asia
774,Himinbjorg,Asgard,"['Thor', 'The Avengers', 'Thor: The Dark World', 'Thor: Ragnarok', 'Avengers: Endgame', 'Thor: Love and Thunder']","['Loki (The Nexus Event)', 'Loki (What If...?)', 'Loki (What If... Thor Were an Only Child?)']","['Thor Adaptation', 'Thor: The Dark World Prelude']",['Thor: God of ThunderThor: The Dark World - The Official Game'],,,
775,Hiroshima,Japan,['Eternals'],,,,,,Asia
776,Hive's Hideout,Earth,,['Agents of  S.H.I.E.L.D. (Emancipation)'],,,,,
777,Hoboken,"New Jersey, United States of America",['Captain America: The First Avenger'],['Agent Carter (Ms. Marvel)'],,,,,North America
778,Hogarth & Associates Law Office,"New York City, New York",,Jessica Jones,,,,['Hogarth & Associates'],North America
779,"Hogarth, Chao & Benowitz Office","115 West 42nd Street[1], New York City, New York",,"['Daredevil (Jessica Jones)', 'Daredevil (The Defenders)']",,,,"['Hogarth, Chao & Benowitz']",North America
780,Hokkaido,Japan,,"['Iron Fist (The Fury of Iron Fist)', 'Iron Fist (A Duel of Iron)']",,,,,Asia
781,Homeland Security Headquarters,"60 Lafayette Street[1], New York City, New York",,The Punisher,,,,['United States Department of Homeland Security'],North America
782,Homeland Security Safe House,United States of America,,['The Punisher (Memento Mori)'],,,,['United States Department of Homeland Security'],
783,Honduras,Earth,,"['Runaways (Cheat The Gallows)', 'Runaways (Helstrom)', 'Runaways (The One Who Got Away)']",,,,,North America
784,Honest Eddie's Car Dealership,South Carolina,,['Agents of S.H.I.E.L.D. (Afterlife)'],,,,,North America
785,Honeycomb World,Multiverse,['Doctor Strange in the Multiverse of Madness'],,,,,,
786,Hong Kong,China,"['Doctor Strange', 'Spider-Man: Homecoming', '[1]', 'Black Panther', 'Avengers: Endgame', 'Doctor Strange in the Multiverse of Madness']","['Agents of S.H.I.E.L.D. (Jessica Jones)', 'Agents of S.H.I.E.L.D. (Iron Fist)']","['Iron Man 3 Prelude', 'Avengers: Infinity War Prelude']",,,,Asia
787,Hong Kong Centipede Base,"Hong Kong, China",,"['Agents of S.H.I.E.L.D. (Girl in the Flower Dress)', 'Agents of S.H.I.E.L.D. (The Bridge)']",,,,"['HYDRA', 'Quinn Worldwide', 'Centipede Project']",Asia
788,Hong Kong Sanctum,"Hong Kong, China","['Doctor Strange', 'Avengers: Endgame', 'Doctor Strange in the Multiverse of Madness']",,,,,['Masters of the Mystic Arts'],Asia
789,Honolulu,"Hawaii, United States of America",,"['Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (Inhumans)']",['Captain America: First Vengeance'],,,,Oceania
790,Honolulu Police Station,"Honolulu, Hawaii",,['Inhumans (Those Who Would Destroy Us)'],,,,['Honolulu Police Department'],Oceania
791,Hope Shlottman's Apartment,"New York City, New York",,['Jessica Jones (AKA Ladies Night)'],,,,,North America
792,Hoskins Family Flowers,"Custer's Grove, Georgia",,['The Falcon and The Winter Soldier (Truth)'],,,,,North America
793,Hostel,"Los Angeles, California",,Runaways,,,,['Runaways'],North America
794,Hotel Cosmopolitan,"New York City, New York",,"['Agent Carter (Now is Not the End)', 'Agent Carter (Bridge and Tunnel)', 'Agent Carter (Time and Tide)']",,,,,North America
795,Hotel de Paris,"Monte Carlo, Monaco",['Iron Man 2'],,['Iron Man 2 Adaptation'],,,,Europe
796,Hotel DeMatteis,"Venice, Italy",['Spider-Man: Far From Home'],,,,,,Europe
797,Hotel Inessa,Russia,,['The Falcon and The Winter Soldier (New World Order)'],,,,,
798,Hotel La Ona,"Miami, Florida",,['Agents of S.H.I.E.L.D. (Face My Enemy)'],,,,,North America
799,Hotel Roosevelt,"Los Angeles, California",,['Agents of S.H.I.E.L.D. (Out of the Past)'],,,,,North America
800,House of Games,"Kitson City, Kitson",,Agents of S.H.I.E.L.D.,,,,,
801,Houston,"Texas, United States of America","['Spider-Man: Homecoming', '[1]']","['Agents of S.H.I.E.L.D. (Meet the New Boss)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (Truth)', 'Agents of S.H.I.E.L.D. (Ms. Marvel)', 'Agents of S.H.I.E.L.D. (Seeing Red)']",,,,,North America
802,Howard Stark's Estate,"Los Angeles, California",,['Agents of S.H.I.E.L.D. (Agent Carter)'],,,,,North America
803,Howard Stark's Mansion,"New York City, New York",['Captain America: Civil War'],"['Agent Carter (Now is Not the End)', 'Agent Carter (Time and Tide)', 'Agent Carter (Valediction)']",['Iron Man 2: Public Identity'],,['Agent Carter'],,North America
804,Howard Stark's Penthouse,"New York City, New York",,"['Agent Carter (Now is Not the End)', 'Agent Carter (Bridge and Tunnel)', 'Agent Carter (The Blitzkrieg Button)']",,,,,North America
805,Howard Stark's Warehouse,New York,,['Agent Carter (Valediction)'],,,,['Stark Industries'],North America
806,Howard University,"Washington, D.C., United States of America",['Captain America: The First Avenger'],['Luke Cage (Wig Out)'],,,,,North America
807,Hub (S.H.I.E.L.D. Facility),Alaska,,Agents of S.H.I.E.L.D.,,,,"['S.H.I.E.L.D.', 'United States Army', 'S.H.I.E.L.D.']",North America
808,Hub (Space Station),,,,['Guardians of the Galaxy Prelude'],,,,
809,Hudson Diner,"Westview, New Jersey",,"['WandaVision (Previously On)', 'WandaVision (The Series Finale)']",,,,,North America
810,Hunan,China,['Shang-Chi and the Legend of the Ten Rings'],Agents of S.H.I.E.L.D.,,,,,Asia
811,Hungary,Earth,"['Captain America: The First Avenger', 'The Avengers', 'Captain America: The Winter Soldier', 'Captain Marvel', 'Avengers: Endgame', 'Black Widow']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Helstrom)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)']","['Nick Fury: Spies Like Us', 'The Avengers Adaptation', 'Black Widow Prelude']",['Iron Man 2(PSP and Wii versions only)'],,,Europe
812,Huntsville,"Alabama, United States of America",['Captain Marvel'],,,,,,North America
813,Husvik,"Norway, Europe",,['What If...? (What If... Captain Carter Were The First Avenger?)'],,,,,Europe
814,Husøy,"Norway, Europe",,['What If...? (What If... Captain Carter Were The First Avenger?)'],,,,,Europe
815,HYDRA Berlin Facility,"East Berlin, Germany",,,['Ant-Man Prelude'],,,['HYDRA'],Europe
816,HYDRA Broadcasting Center,"Washington, D.C., Framework",,"[""Agents of S.H.I.E.L.D. (All the Madame's Men)"", 'Agents of S.H.I.E.L.D. (Farewell, Cruel World!)']",,,,['HYDRA'],North America
817,HYDRA Castle,"Gloucestershire, England",,Agents of S.H.I.E.L.D.,,,,['HYDRA'],Europe
818,HYDRA Enlightenment Cultivation Center,"Washington, D.C.",,"['Agents of S.H.I.E.L.D. (No Regrets)', ""Agents of S.H.I.E.L.D. (All the Madame's Men)""]",,,,['HYDRA'],North America
819,HYDRA Fortress,"Krähennest Thal, Austria[1]",,['Agents of S.H.I.E.L.D. (The Things We Bury)'],,,,['HYDRA'],Europe
820,HYDRA Headquarters,Swiss Alps[1],['Captain America: The First Avenger'],,['Captain America: The First Avenger Adaptation'],,,['HYDRA'],Europe
821,HYDRA Herefordshire Facility,"Herefordshire, England",,"['Agents of S.H.I.E.L.D. (The Honeymoon)', 'Agents of S.H.I.E.L.D. (All Roads Lead...)', 'Agents of S.H.I.E.L.D. (After, Before)']",,,,['HYDRA'],Europe
822,HYDRA Laboratories,"Dover, Delaware",,Agents of S.H.I.E.L.D.,,,,['HYDRA'],North America
823,HYDRA Preparatory Academy,Appalachian Mountains,,Agents of S.H.I.E.L.D.,,,,"['United States Army', 'HYDRA']",North America
824,HYDRA Research Base,Sokovia,"['Captain America: The Winter Soldier', 'mid-credits scene', 'Avengers: Age of Ultron']","['Agents of S.H.I.E.L.D. (The Dirty Half Dozen)', 'Agents of S.H.I.E.L.D. (WandaVision)', ""Agents of S.H.I.E.L.D. (Don't Touch That Dial)"", 'Agents of S.H.I.E.L.D. (Previously On)']","[""Avengers: Age of Ultron Prelude - This Scepter'd Isle"", 'Avengers: Infinity War Prelude', 'Black Widow Prelude']",,,['HYDRA'],Europe
825,HYDRA Research Facility Number 4,Austria,,['Agents of S.H.I.E.L.D. (Shadows)'],,,,['HYDRA'],Europe
826,HYDRA Siberian Facility,"Siberia, RussiaSiberia, Soviet Union (formerly)","['Captain America: The Winter Soldier', 'Captain America: Civil War']",['The Falcon and The Winter Soldier (What If...?)'],"['Captain America: Civil War Prelude', 'Spider-Man: Homecoming Prelude', 'Avengers: Infinity War Prelude']",,,"['Soviet Armed Forces', 'HYDRA']",Asia
827,HYDRA U-Base,Underwater cave off the coast of the Mediterranean,,,['Captain America & Thor: Avengers!'],,,['HYDRA'],Europe
828,HYDRA Warehouse,United States of America,,"['Agents of S.H.I.E.L.D. (The Things We Bury)', 'Agents of S.H.I.E.L.D. (...Ye Who Enter Here)']",,,,['HYDRA'],North America
829,HYDRA World,Multiverse,['Doctor Strange in the Multiverse of Madness'],,,,,,
830,Ian Quinn's Mansion,"Valletta, Malta",,['Agents of S.H.I.E.L.D. (The Asset)'],,,,,Europe
831,Ian Quinn's Villa,Italy,,"['Agents of S.H.I.E.L.D. (T.R.A.C.K.S.)', 'Agents of S.H.I.E.L.D. (End of the Beginning)']",,,,,Europe
832,Ibiza,Spain,,['Agents of S.H.I.E.L.D. (Purpose in the Machine)'],,,,,Europe
833,Idaho (state),United States of America,['The Incredible Hulk'],['Agents of S.H.I.E.L.D. (Alien Commies from the Future!)'],['Thor: Ragnarok Prelude'],,,,North America
834,Ideal Federal Savings Bank,"Washington, D.C.",['Captain America: The Winter Soldier'],['The Falcon and The Winter Soldier (The Whole World Is Watching)'],"['Captain America: Civil War Prelude', 'Captain America: Civil War Prelude Infinite Comic']",,,['HYDRA'],North America
835,IFID Headquarters,"Lagos, Nigeria",['Captain America: Civil War'],,,,,['Institute for Infectious Diseases'],Africa
836,Ijebu Ode,Nigeria,,['Iron Fist (Felling Tree with Roots)'],,,,,Africa
837,Il Rosso,"New York City, New York",,['Jessica Jones (AKA Ladies Night)'],,,,,North America
838,Illinois,United States of America,"['Captain America: The First Avenger', 'Thor: The Dark World', 'Captain America: The Winter Soldier', 'Spider-Man: Homecoming', 'Eternals']","['Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (The Punisher)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (What If...?)', 'Agents of S.H.I.E.L.D. (Moon Knight)']","['Captain America: The First Avenger Adaptation', 'Captain America: The Winter Soldier Infinite Comic']",,,,North America
839,Illuminati Headquarters,"Central Park, New York City",['Doctor Strange in the Multiverse of Madness'],,,,,['Illuminati'],North America
840,India,Earth,"['The Avengers', 'Captain America: The Winter Soldier', 'Spider-Man: Homecoming', 'Black Panther', 'Eternals']","['Agents of S.H.I.E.L.D. (Jessica Jones)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (Runaways)', 'Agents of S.H.I.E.L.D. (Helstrom)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (What If...?)', 'Agents of S.H.I.E.L.D. (Ms. Marvel)']","['Iron Man Royal Purple Custom Comic', 'The Avengers: The Avengers Initiative', 'Iron Man 3 Prelude', 'The Avengers Adaptation', 'Spider-Man: Far From Home Prelude', 'Black Widow Prelude']",,,,Asia
841,Indiana,United States of America,,"['Agents of S.H.I.E.L.D. (End of the Beginning)', 'Agents of S.H.I.E.L.D. (Watchdogs)', 'Agents of S.H.I.E.L.D. (Emancipation)', 'Agents of S.H.I.E.L.D. (Missing Pieces)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (Felling Tree with Roots)']",['Captain America: First Vengeance'],,,,North America
842,Indianapolis,"Indiana, United States of America",,['Agents of S.H.I.E.L.D. (Missing Pieces)'],,,,,North America
843,Indigarr,,['Thor: Love and Thunder'],,,,,,
844,Indonesia,Earth,"['Captain America: Civil War', 'Spider-Man: Homecoming', '[1]', 'Captain Marvel']","['Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (Helstrom)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (Loki)']",,,,,Asia
845,Industrial Garments & Handling Facility,"New York City, New York",,Jessica Jones,,,,['IGH'],North America
846,Infernal Forge,Muspelheim,,,,['Thor: God of Thunder'],,['Fire Demons'],
847,Infinity Conez,"New Asgard, Norway",['Thor: Love and Thunder'],,,,,,Europe
848,Inglewood,"California, United States of America",['Iron Man 2'],['What If...? (What If... The World Lost Its Mightiest Heroes?)'],"[""The Avengers Prelude: Fury's Big Week"", 'Iron Man 2 Adaptation']",,,,North America
849,Inhuman Royal Palace,"Attilan, Moon",,Inhumans,,,,['Inhuman Royal Family'],
850,Interpol Black Site,"Moscow, Russia","['Agents of S.H.I.E.L.D.', 'Parting Shot']",,,,,['Interpol'],Europe
851,Iowa,United States of America,"['Captain America: The Winter Soldier', 'Avengers: Age of Ultron', 'Avengers: Endgame']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Jessica Jones)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (Hawkeye)']",,,,,North America
852,Iowa City,"Iowa, United States of America",['Captain America: The Winter Soldier'],,,,,,North America
853,Iquitos,Peru,,['Agents of S.H.I.E.L.D. (0-8-4)'],,,,,South America
854,Iran,Earth,"['Iron Man 2', 'Iron Man 3', 'Captain America: The Winter Soldier']","['Daredevil (Guilty as Sin)', 'Daredevil (Helstrom)', 'Daredevil (The One Who Got Away)', 'Daredevil (Ms. Marvel)', 'Daredevil (Crushed)']","['The Avengers Prelude: Black Widow Strikes', 'Iron Man 2 Adaptation', 'Black Widow Prelude']",,,,Asia
